Staff Report
Created On:,"Nov 01, 2022"
Schools:,All schools
Account type:,All
Modified:,"Oct 23, 2022 - Oct 29, 2022"
""
ID,Login ID,Name,Account,School,Phone,Text/SMS,Address,Email,Logged In,Last Modified,Limited Use
38,horacio.nixonC,"Horacio, Nixon",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
148,isabella.dylanb,"Isabella, Dylan",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
166,jafaris.slivinskii,"Jafaris, Slivinski",District Administrator,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
23,jairo.finiJ,"Jairo, Fini",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
2,jared.mikos8g,"Jared, Mikos",Principal,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
3,jasmine.erdosb,"Jasmine, Erdos",Principal,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
163,jasmine.yerrocaputoR,"Jasmine, YerroCaputo",District Administrator,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
19,jaylin.browningCI,"Jaylin, Browning",Teacher,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
35,jocelyn.tyson0,"Jocelyn, Tyson",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
51,john.johni,"John, John",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
160,jubal.scantlebury4,"Jubal, Scantlebury",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
7,kaiya.maxcyB,"Kaiya, Maxcy",Teacher,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
26,katelyn.febosC,"Katelyn, Febos",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
13,keane.levy1,"Keane, Levy",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
105,keelan.josephG,"Keelan, Joseph",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
50,keelan.keelanu,"Keelan, Keelan",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
52,khadijah.khadijahH,"Khadijah, Khadijah",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
41,kia.kiaU,"Kia, Kia",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
56,krystal.krystalH,"Krystal, Krystal",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
111,krystal.trentonM,"Krystal, Trenton",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
14,kyshayla.jansenu,"Kyshayla, Jansen",Teacher,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
29,lorenzo.nicholsonB,"Lorenzo, Nicholson",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
1,lucas.pessoap,"Lucas, Pessoa",Superintendent,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
BHT1,Allen,"Maliek, Jennings",Teacher,Bayside High School,2029248722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,
162,marshall.taittv,"Marshall, Taitt",District Administrator,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
96,mason.belindaZ,"Mason, Belinda",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
151,mason.matthew2,"Mason, Matthew",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
15,matthew.jerry6,"Matthew, Jerry",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
69,montavius.montaviusb,"Montavius, Montavius",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
121,najee.richardn,"Najee, Richard",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
32,nazhae.brownF,"Nazhae, Brown",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
165,paris.kravitzx0,"Paris, Kravitz",District Administrator,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
8,regina.barrettaA,"Regina, Barretta",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
24,sabrina.clearE,"Sabrina, Clear",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
11,sabrina.kendrick5,"Sabrina, Kendrick",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
59,samantha.samanthaU,"Samantha, Samantha",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
16,sawan.labenskiG,"Sawan, Labenski",Teacher,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
api_automation_Sadmin,api_automation_Sadmin,"School Admin, API Automation",School Administrator,Automation Org - Do Not Delete,,,,,,10/27/2022 11:58:53 PM,
83,shelby.justinD,"Shelby, Justin",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
113,sierra.justinL,"Sierra, Justin",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
100,symone.william5,"Symone, William",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
17,taylor.nelsonr,"Taylor, Nelson",Teacher,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
49,taylor.taylor4,"Taylor, Taylor",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
161,tiffany.taborj,"Tiffany, Tabor",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
145,tracon.carlos5,"Tracon, Carlos",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
44,trevon.trevonY,"Trevon, Trevon",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
9,tristan.bonaseratL,"Tristan, Bonasera",Teacher,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
5,tymel.levkulich,"Tymel, Levkulic",Staff,Automation Org - Do Not Delete,202-924-8722,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:13 AM,True
testwelcomespa,testwelcomespa,"welcomspanish, test",Staff,Automation Org - Do Not Delete,,,,bindhuja.dinakaran@blackboard.com,,10/27/2022 09:06:52 AM,
