This report contains only the first 2000 results. You can get the full result set by exporting the report to your email.
Change Log Report
Created On:,"Nov 01, 2022"
Schools:,All
Date range:,"Oct 23, 2022 - Oct 29, 2022"
Account Type:,All
Event:,All
Changed By:,"An Import, A Person, SIF agent"
Item:,All
""
Date/Time,Action,Changed By,Person,Item,Value,Old Value,School
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,Account,"(STUDENT,3)",,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,birthDate,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,birthDate,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,preferredLanguage1ID,en-US,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,replyToEmailAddress,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,gender,F,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,preferredLanguage2ID,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,replyToPhoneNumber,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,replyToPhoneNumber,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,lastName,Takshil,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,preferredName,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,gender,M,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,firstName,Jubal,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,birthDate,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,preferredLanguage1ID,en-US,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,Account,"(STUDENT,9)",,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,ldapDn,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,ldapDn,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,lastName,Sampath,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,lastName,Manish,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,Account,"(STUDENT,4)",,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,gender,F,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,gender,M,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,preferredLanguage2ID,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,replyToPhoneNumber,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,preferredLanguage1ID,en-US,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,replyToEmailAddress,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,ldapDn,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,ldapDn,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,firstName,Areli,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,birthDate,,,Automation Org - Do Not Delete
10/24/2022 05:48:05 AM EDT,add,PMImport_StudentRecords,,preferredLanguage1ID,en-US,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,password,******,******,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,SMSPhoneNumber,202-924-8722,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,gradelevel,8,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,password,******,******,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,Address,"323 Quiet Valley Drive, Westdale, TX 75019 ",,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,gradelevel,10,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,Address,"129 Rhoades, Westdale, TX 75019 ",,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,webLoginID,manish.lucasF,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,SMSPhoneNumber,202-924-8722,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,password,******,******,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,webLoginID,kabilan.tiffanyB,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,SMSPhoneNumber,202-924-8722,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,gradelevel,5,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,password,******,******,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,Address,"323 Quiet Valley Drive, Westdale, TX 75019 ",,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,SMSPhoneNumber,202-924-8722,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,gradelevel,10,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,Address,"1100 Sportsmans Park Dr, Westdale, TX 75019 ",,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,webLoginID,manish.avaB,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,password,******,******,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,webLoginID,Kabilan.Marshall,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,SMSPhoneNumber,202-924-8722,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,gradelevel,10,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,password,******,******,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,Address,"142 Scott Lane, Westdale, TX 75019 ",,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,SMSPhoneNumber,202-924-8722,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,gradelevel,10,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,Address,"1801 Sw Parkway, Westdale, TX 75019 ",,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,webLoginID,manish.elenaF,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,password,******,******,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,webLoginID,Tanoj.Jasmine,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,SMSPhoneNumber,202-924-8722,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,gradelevel,10,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,password,******,******,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,Address,"793 Jarvis Lane, Westdale, TX 75019 ",,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,Address,"1441 Newsom Mound Road, Westdale, TX 75019 ",,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,webLoginID,takshil.areliF,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,gradelevel,10,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,password,******,******,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,webLoginID,Leo.Benjamin,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,SMSPhoneNumber,202-924-8722,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,password,******,******,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,SMSPhoneNumber,202-924-8722,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,gradelevel,10,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,Address,"323 Quiet Valley Drive, Westdale, TX 75019 ",,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,webLoginID,mohit.jubalwJ,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,gradelevel,10,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,Address,"7941 Peden Road, Westdale, TX 75019 ",,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,change,PMImport_StudentRecords,,webLoginID,Sampath.Paris,,Automation Org - Do Not Delete
10/24/2022 05:48:06 AM EDT,add,PMImport_StudentRecords,,SMSPhoneNumber,202-924-8722,,Automation Org - Do Not Delete
10/25/2022 12:33:16 AM EDT,change,"Support, Parlant Technology",,lastName,Option,,Automation Org - Do Not Delete
10/25/2022 12:33:16 AM EDT,change,"Support, Parlant Technology",,firstName,AutomationTest_Edit3,,Automation Org - Do Not Delete
10/25/2022 12:33:16 AM EDT,change,"Support, Parlant Technology",,gender,M,,Automation Org - Do Not Delete
10/25/2022 12:33:16 AM EDT,change,"Support, Parlant Technology",,birthDate,1991-11-30,,Automation Org - Do Not Delete
10/25/2022 12:33:16 AM EDT,add,"Support, Parlant Technology",,Account,"(STUDENT,AutomationTest_Edit3)",,Automation Org - Do Not Delete
10/25/2022 12:33:16 AM EDT,change,"Support, Parlant Technology",,preferredLanguage1ID,en-US,,Automation Org - Do Not Delete
10/25/2022 12:33:16 AM EDT,add,"Support, Parlant Technology",,Account,"(STUDENT,AutomationTest_Edit3)",,Automation Org - Do Not Delete
10/25/2022 12:33:30 AM EDT,add,"Support, Parlant Technology",,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/25/2022 01:04:59 AM EDT,change,"Support, Parlant Technology",,birthDate,1991-11-30,,Automation Org - Do Not Delete
10/25/2022 01:04:59 AM EDT,add,"Support, Parlant Technology",,Account,"(STUDENT,AutomationTest_Edit4)",,Automation Org - Do Not Delete
10/25/2022 01:04:59 AM EDT,change,"Support, Parlant Technology",,preferredLanguage1ID,en-US,,Automation Org - Do Not Delete
10/25/2022 01:04:59 AM EDT,add,"Support, Parlant Technology",,Account,"(STUDENT,AutomationTest_Edit4)",,Automation Org - Do Not Delete
10/25/2022 01:04:59 AM EDT,change,"Support, Parlant Technology",,lastName,Option,,Automation Org - Do Not Delete
10/25/2022 01:04:59 AM EDT,change,"Support, Parlant Technology",,firstName,AutomationTest_Edit4,,Automation Org - Do Not Delete
10/25/2022 01:04:59 AM EDT,change,"Support, Parlant Technology",,gender,M,,Automation Org - Do Not Delete
10/25/2022 01:05:13 AM EDT,add,"Support, Parlant Technology",,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/25/2022 01:08:34 AM EDT,delete,"Support, Parlant Technology",,Account,,AutomationTest_Edit3,Automation Org - Do Not Delete
10/25/2022 01:08:34 AM EDT,delete,"Support, Parlant Technology",,Account,,AutomationTest_Edit4,Automation Org - Do Not Delete
10/25/2022 01:08:34 AM EDT,delete,"Support, Parlant Technology",,Account,,AutomationTest_Edit,Automation Org - Do Not Delete
10/25/2022 01:08:34 AM EDT,delete,"Support, Parlant Technology",,Account,,AutomationTest_Edit1,Automation Org - Do Not Delete
10/25/2022 01:09:38 AM EDT,change,"Support, Parlant Technology",,firstName,AutomationTest_Edit,,Automation Org - Do Not Delete
10/25/2022 01:09:38 AM EDT,change,"Support, Parlant Technology",,gender,M,,Automation Org - Do Not Delete
10/25/2022 01:09:38 AM EDT,change,"Support, Parlant Technology",,birthDate,1991-11-30,,Automation Org - Do Not Delete
10/25/2022 01:09:38 AM EDT,add,"Support, Parlant Technology",,Account,"(STUDENT,AutomationTest_Edit)",,Automation Org - Do Not Delete
10/25/2022 01:09:38 AM EDT,change,"Support, Parlant Technology",,preferredLanguage1ID,en-US,,Automation Org - Do Not Delete
10/25/2022 01:09:38 AM EDT,add,"Support, Parlant Technology",,Account,"(STUDENT,AutomationTest_Edit)",,Automation Org - Do Not Delete
10/25/2022 01:09:38 AM EDT,change,"Support, Parlant Technology",,lastName,Option,,Automation Org - Do Not Delete
10/25/2022 01:09:47 AM EDT,add,"Support, Parlant Technology",,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/25/2022 01:09:50 AM EDT,add,"Support, Parlant Technology",,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/25/2022 01:09:53 AM EDT,add,"Support, Parlant Technology",,SMSPhoneNumber,+12029813253,,Automation Org - Do Not Delete
10/25/2022 01:19:56 AM EDT,delete,"Support, Parlant Technology",,Account,,AutomationTest_Edit,Automation Org - Do Not Delete
10/25/2022 01:21:03 AM EDT,change,"Support, Parlant Technology",,firstName,AutomationTest_Edit,,Automation Org - Do Not Delete
10/25/2022 01:21:03 AM EDT,change,"Support, Parlant Technology",,gender,M,,Automation Org - Do Not Delete
10/25/2022 01:21:03 AM EDT,change,"Support, Parlant Technology",,birthDate,1991-11-30,,Automation Org - Do Not Delete
10/25/2022 01:21:03 AM EDT,add,"Support, Parlant Technology",,Account,"(STUDENT,AutomationTest_Edit)",,Automation Org - Do Not Delete
10/25/2022 01:21:03 AM EDT,change,"Support, Parlant Technology",,preferredLanguage1ID,en-US,,Automation Org - Do Not Delete
10/25/2022 01:21:03 AM EDT,add,"Support, Parlant Technology",,Account,"(STUDENT,AutomationTest_Edit)",,Automation Org - Do Not Delete
10/25/2022 01:21:03 AM EDT,change,"Support, Parlant Technology",,lastName,Option,,Automation Org - Do Not Delete
10/25/2022 01:21:13 AM EDT,add,"Support, Parlant Technology",,EmailAddress,poornima.sridharan@blackboard.com,,Automation Org - Do Not Delete
10/25/2022 01:21:17 AM EDT,add,"Support, Parlant Technology",,PhoneNumber,202-981-3253,,Automation Org - Do Not Delete
10/25/2022 01:21:22 AM EDT,add,"Support, Parlant Technology",,SMSPhoneNumber,+12029813253,,Automation Org - Do Not Delete
