Student Report
Created On:,"Nov 01, 2022"
Schools:,All schools
Modified:,"Oct 23, 2022 - Oct 29, 2022"
""
Student ID,Name,Grd,School,Parent,Phone,ext,Test/SMS,Address,Email,Logged In,Last Modified
70,Daniel craig,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"1025 Ferndale Ave, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
45,Jocelyn Dinesh,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"909 Elm Court, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
46,Robyn Dinesh,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"1300 Village Garden Dr, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
17,Kaiya Easwar,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"153 Cindy Lane, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
27,Taylor Eddie,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"8149 Confederate Park, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
12,Jared Falgu,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"9600 Watercress, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
41,Elijah Farauk,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"108 Brush Creek Drive, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
64,Krystal Freddy,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"6700 Red Bud Road, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
75,My'Quan Ganges,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"700 Lakeside Drive, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
59,John Gangguly,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"204 Lochridge Court #3, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
56,Belen Giri,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"109 N Melanie Drive, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
30,Destinee Guna,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"100 Country Meadow Ct, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
69,Avery Hanshit,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"1823 N Cardinal Road, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
96,Conner Hari,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"6300 Round Rock Trail, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
94,Briyonna Haritha,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"1817 Silver Crk Azle Rd, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
55,Mykal Harry,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"104 Charcoal Bluff Ct, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
50,Tyquashia Haru,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"201 Lochridge Court, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
58,Keelan Himelia,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"405 Fossil Rock, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
61,Ayden Himiya,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"1412 Sandy Beach Road, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
irvin,S Irving,,Annie School,,,,,,amc_kay@yahoo.com,,2022-10-27 09:45:03.00
28,Daysha Jerry,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"8220 Confederate Park Rd, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
84,Malcolm John,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"305 Lochridge Drive, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
74,Najee Joseph,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"140 Macanudo Lane, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
49,TaMarcus Jovina,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"108 Ice House Circle, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
103,Avery Jyothy,3,Automation Org - Do Not Delete,"Jovin, Mani",202-981-3253,,202-981-3253,"350 Fifth Avenue, , New York, 10118",bindhuja.dinakaran@blackboard.com,FALSE,2022-10-27 08:54:00.00
103,Avery Jyothy,3,Automation Org - Do Not Delete,"Jovin, Lilly",202-981-3253,,202-981-3253,"350 Fifth Avenue, , New York, 10118",bindhuja.dinakaran@blackboard.com,FALSE,2022-10-27 08:54:00.00
104,Mason Jyothy,8,Automation Org - Do Not Delete,"Jovin, Lilly",202-981-3253,,202-981-3253,"350 Fifth Avenue, , New York, 10118",bindhuja.dinakaran@blackboard.com,FALSE,2022-10-27 08:54:00.00
7,Marshall Kabilan,10,Automation Org - Do Not Delete,,202-981-3253,,202-924-8722,"129 Rhoades, , Westdale, 75019",poornima.sridharan@blackboard.com,,2022-10-27 08:54:00.00
6,Tiffany Kabilan,10,Automation Org - Do Not Delete,"Badguy, Tavish",202-981-3253,,202-924-8722,"7941 Peden Road, , Westdale, 75019",poornima.sridharan@blackboard.com,FALSE,2022-10-27 08:54:00.00
86,Devonta Lakshmi,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"11608 Dark Leaf Court N, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
9,Benjamin Leo,10,Automation Org - Do Not Delete,,202-981-3253,,202-924-8722,"1801 Sw Parkway, , Westdale, 75019",poornima.sridharan@blackboard.com,,2022-10-27 08:54:00.00
100,Diego Lion,7,Automation Org - Do Not Delete,"Lian, Lakshay",202-981-3253,,202-981-3253,"4059 Mt Lee Drive, , Hollywood, 90068",bindhuja.dinakaran@blackboard.com,FALSE,2022-10-27 08:54:00.00
102,Emma Lion,11,Automation Org - Do Not Delete,"Lian, Lakshay",202-981-3253,,202-981-3253,"4059 Mt Lee Drive, , Hollywood, 90068",bindhuja.dinakaran@blackboard.com,FALSE,2022-10-27 08:54:00.00
101,Isabella Lion,2,Automation Org - Do Not Delete,"Lian, Lakshay",202-981-3253,,202-981-3253,"4059 Mt Lee Drive, , Hollywood, 90068",bindhuja.dinakaran@blackboard.com,FALSE,2022-10-27 08:54:00.00
18,Regina Loga,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"8630 Eagle Mountain Circ, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
43,Jordan Logu,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"220 Ash Creek Drive, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
33,Jairo Madan,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"609 Lake Crest Parkway, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
24,Kyshayla Mahee,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"8035 Eagle Mountain Driv, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
2,Ava Manish,8,Automation Org - Do Not Delete,"Manish, Saisha",202-981-3253,,202-924-8722,"323 Quiet Valley Drive, , Westdale, 75019",poornima.sridharan@blackboard.com,FALSE,2022-10-27 08:54:00.00
3,Elena Manish,5,Automation Org - Do Not Delete,"Manish, Saisha",202-981-3253,,202-924-8722,"323 Quiet Valley Drive, , Westdale, 75019",poornima.sridharan@blackboard.com,FALSE,2022-10-27 08:54:00.00
1,Lucas Manish,10,Automation Org - Do Not Delete,"Manish, Saisha",202-981-3253,,202-924-8722,"323 Quiet Valley Drive, , Westdale, 75019",poornima.sridharan@blackboard.com,FALSE,2022-10-27 08:54:00.00
42,Nazhae Mary,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"1580 Chaparral Lane, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
87,Genio Mayor,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"7635 Hidden Place, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
mccar,S McCarthy,,Annie School,,,,,,amc_kay@yahoo.com,,2022-10-27 09:45:03.00
anniemstudent,Annie McKay,,Annie School,,,,,,amc_kay@yahoo.com,,2022-10-27 09:33:41.00
78,Jessica Milton,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"4300 Brooks Baker Avenue, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
39,Lorenzo Mithun,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"136 Lynn Drive, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
5,Jubal Mohit,10,Automation Org - Do Not Delete,"Mohit, Steve",202-981-3253,,202-924-8722,"793 Jarvis Lane, , Westdale, 75019",poornima.sridharan@blackboard.com,FALSE,2022-10-27 08:54:00.00
5,Jubal Mohit,10,Automation Org - Do Not Delete,"Mohit, Jesse",202-981-3253,,202-924-8722,"793 Jarvis Lane, , Westdale, 75019",poornima.sridharan@blackboard.com,FALSE,2022-10-27 08:54:00.00
65,Alison Nina,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"6315 Cactus Drive, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
99,Chloe Oberai,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"460 East 500 North, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
AutomationTest_Edit,AutomationTest_Edit Option,,Automation Org - Do Not Delete,,2029813253,,2029813253,,poornima.sridharan@blackboard.com,,2022-10-26 05:30:25.00
29,Jaylin Ottar,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"209 Victoria Avenue, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
93,Alexa Parvaty,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"1817 Silver Crk Azle Rd, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
92,Brittany Parvaty,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"208 Paint Brush Road, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
83,Shykeria Peter,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"412 Beverly Road, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
PM_TestStudent111,PM_Student111 PM_Test111,10,Automation Org - Do Not Delete,,202-981-3253,,202-924-8722,"323 Quiet Valley Drive, , Westdale, 75019",bbcommschennai@gmail.com,,2022-10-27 08:18:53.00
85,Jordan Prabhu,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"756 Oak Park Drive, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
26,Sawan Praveen,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"6529 Silver Creek Azle, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
89,Jazmine Prevette,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"128 Parkwood Court, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
48,Horacio Rachit,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"211 Silver Acres Road, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
13,Jasmine Raj,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"8517 Prairie Fire Drive, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
15,Tymel Raja,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"332 Thomas Road, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
11,Jafaris Rakshan,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"1441 Newsom Mound Road, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
14,Bryan Ravi,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"6028 Tenderfoot Trail, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
38,Chase Robin,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"6916 Nine Mile Azle Road, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
91,Shelby Sabreen,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"6171 Rolling Meadow Trl, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
60,Khadijah Saha,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"350 Woodhill Way Court, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
10,Paris Sampath,10,Automation Org - Do Not Delete,,202-981-3253,,202-924-8722,"1441 Newsom Mound Road, , Westdale, 75019",poornima.sridharan@blackboard.com,,2022-10-27 08:54:00.00
23,Keane Samuel,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"11416 White Leaf Court, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
47,Alexis Sassha,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"6835 Hill Court, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
37,Sarah Sharmila,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"8816 Claiborn Street, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
32,Erika Steffi,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"330 Thomas Len Road, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
90,Ju'Quaves Stella,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"4208 Tyler Place, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
19,Tristan Tahnveer,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"6916 Nine Mile Bridge Rd, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
4,Areli Takshil,10,Automation Org - Do Not Delete,"Takshil, John",202-981-3253,,202-924-8722,"142 Scott Lane, , Westdale, 75019",poornima.sridharan@blackboard.com,FALSE,2022-10-27 08:54:00.00
4,Areli Takshil,10,Automation Org - Do Not Delete,"Takshil, Jane",202-981-3253,,202-924-8722,"142 Scott Lane, , Westdale, 75019",poornima.sridharan@blackboard.com,FALSE,2022-10-27 08:54:00.00
53,Symone Tamil,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"104 Twin Oaks Court, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
57,Taylor Tamilan,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"1101 Carpenter Street, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
8,Jasmine Tanoj,10,Automation Org - Do Not Delete,,202-981-3253,,202-924-8722,"1100 Sportsmans Park Dr, , Westdale, 75019",poornima.sridharan@blackboard.com,,2022-10-27 08:54:00.00
supportstudent,BbComms Test,,Annie School,,,,,,amc_kay@yahoo.com,,2022-10-27 17:16:21.00
80,Isaiah Trish,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"7599 Confederate Park Rd, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
71,Samantha Vani,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"1324 Robyn Road, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
25,Matthew Varun,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"5212 Arbor Mill Drive, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
54,Trevon Veena,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"616 Sportsman Park, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
44,Tasean Warun,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"217 Shady Oaks Drive, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
106,Charlotte Wasan,6,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"221B Baker Street, , Nelson, 65347",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
105,Luke Wasan,9,Automation Org - Do Not Delete,"Jovin, Lilly",202-981-3253,,202-981-3253,"221B Baker Street, , Nelson, 65347",bindhuja.dinakaran@blackboard.com,FALSE,2022-10-27 08:54:00.00
105,Luke Wasan,9,Automation Org - Do Not Delete,"Walter, Joash",202-981-3253,,202-981-3253,"221B Baker Street, , Nelson, 65347",bindhuja.dinakaran@blackboard.com,FALSE,2022-10-27 08:54:00.00
105,Luke Wasan,9,Automation Org - Do Not Delete,"Walter, Mary",202-981-3253,,202-981-3253,"221B Baker Street, , Nelson, 65347",bindhuja.dinakaran@blackboard.com,FALSE,2022-10-27 08:54:00.00
31,Hunter William,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"223 Oakley Circle, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
34,Sabrina William,10,Automation Org - Do Not Delete,,202-981-3253,,202-981-3253,"162 Churchill Circle, , Westdale, 75019",bindhuja.dinakaran@blackboard.com,,2022-10-27 08:54:00.00
