Staff Report
Created On:,"May 19, 2023"
Schools:,All schools
Account type:,All
Modified:,"Apr 01, 2023 - Apr 30, 2023"
""
ID,Login ID,Name,Account,School,Phone,Text/SMS,Address,Email,Logged In,Last Modified,Limited Use
41,kia.kias,"Kia, Kia",Staff,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
98,kia.lindseyR,"Kia, Lindsey",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
68,kristen.kristens,"Kristen, Kristen",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
123,kristen.matthewo,"Kristen, Matthew",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
56,krystal.krystalK,"Krystal, Krystal",Staff,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
111,krystal.trentonY,"Krystal, Trenton",Staff,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
14,kyshayla.jansenw,"Kyshayla, Jansen",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
29,lorenzo.nicholsonW,"Lorenzo, Nicholson",Staff,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
1,lucas.pessoav,"Lucas, Pessoa",Superintendent,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
153,luke.brittanyz,"Luke, Brittany",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
152,luke.whitneyn,"Luke, Whitney",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
131,malcolm.emelia2,"Malcolm, Emelia",Attendance Secretary,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
76,malcolm.mariah7,"Malcolm, Mariah",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
12,maliek.jenningsF,"Maliek, Jennings",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
k.malik,k.malik,"malik, Kamran",Principal,NBO_Insitution,,,,,True,04/26/2023 02:05:50 AM,
162,marshall.taittm,"Marshall, Taitt",District Administrator,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
96,mason.belindaV,"Mason, Belinda",Staff,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
151,mason.matthew6,"Mason, Matthew",Staff,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
15,matthew.jerryo,"Matthew, Jerry",Staff,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
4343,4343r,"McKay, Annie",Principal,ReachTest,111-222-3333,,,,,04/19/2023 01:43:20 AM,True
69,montavius.montaviusIT,"Montavius, Montavius",Staff,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
124,montavius.whitneyU,"Montavius, Whitney",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
k.moorthy,k.moorthy,"Moorthy, Kanagavalli",Teacher,NBO_Insitution,202-981-3253,,,vigneshwaran.s@finalsite.com,,04/26/2023 02:01:39 AM,True
k.murugan,k.murugan,"Murugan, Kasthuri",Teacher,NBO_Insitution,202-981-3253,,,vigneshwaran.s@finalsite.com,,04/26/2023 02:01:39 AM,True
122,my'quan.charlesf,"My'Quan, Charles",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
67,my'quan.my'quanQ,"My'Quan, My'Quan",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
102,mykal.addisonx,"Mykal, Addison",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
45,mykal.mykalM,"Mykal, Mykal",Attendance Secretary,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
66,najee.najeeL,"Najee, Najee",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
121,najee.richard2,"Najee, Richard",Staff,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
32,nazhae.browns,"Nazhae, Brown",Staff,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
120,nikoluas.dylanW,"Nikoluas, Dylan",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
65,nikoluas.nikoluasX,"Nikoluas, Nikoluas",Teacher,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
annieobs,annieobs,"Observer, Annie",Observer,Finn & Gideon's School,,,,amckay17@gmail.com,,04/10/2023 03:06:56 PM,
PoorniO,PoorniO,"Observer, Poorni",Observer,Automation Org - Do Not Delete,2029813253,2029813253,,poornima.sridharan@finalsite.com,,04/11/2023 12:14:40 AM,
165,paris.kravitz0,"Paris, Kravitz",District Administrator,Automation Testing Organization,202-924-8722,,,poornima.sridharan@finalsite.com,,04/10/2023 04:49:01 AM,True
PerformanceTeacher_1,PerformanceTeacher_1r5,"Performance_LN1, Teacher1",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_10,PerformanceTeacher_10a,"Performance_LN10, Teacher10",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_100,PerformanceTeacher_100Ix,"Performance_LN100, Teacher100",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1000,PerformanceTeacher_1000O,"Performance_LN1000, Teacher1000",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1001,PerformanceTeacher_1001I0,"Performance_LN1001, Teacher1001",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1002,PerformanceTeacher_1002d,"Performance_LN1002, Teacher1002",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1003,PerformanceTeacher_1003f,"Performance_LN1003, Teacher1003",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1004,PerformanceTeacher_1004J,"Performance_LN1004, Teacher1004",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1005,PerformanceTeacher_1005F,"Performance_LN1005, Teacher1005",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1006,PerformanceTeacher_1006U,"Performance_LN1006, Teacher1006",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1007,PerformanceTeacher_1007X,"Performance_LN1007, Teacher1007",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1008,PerformanceTeacher_1008m,"Performance_LN1008, Teacher1008",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1009,PerformanceTeacher_1009V,"Performance_LN1009, Teacher1009",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_101,PerformanceTeacher_101o,"Performance_LN101, Teacher101",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1010,PerformanceTeacher_1010z,"Performance_LN1010, Teacher1010",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1011,PerformanceTeacher_1011x,"Performance_LN1011, Teacher1011",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1012,PerformanceTeacher_1012B,"Performance_LN1012, Teacher1012",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1013,PerformanceTeacher_1013w,"Performance_LN1013, Teacher1013",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1014,PerformanceTeacher_1014M,"Performance_LN1014, Teacher1014",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1015,PerformanceTeacher_1015T,"Performance_LN1015, Teacher1015",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
PerformanceTeacher_1016,PerformanceTeacher_1016c,"Performance_LN1016, Teacher1016",Teacher,Automation Org - Do Not Delete,896-321-4785,,,poornima.sridharan@bbnotifydev.net,,04/12/2023 01:58:29 AM,True
